Unit price,Best price,Date,Transaction ID,Quantity,Store name,Total,Sub-category,Discount,Item ID,Category,Brand,Customer ID,Payment type,Location,Gender
17.98,13.55,16/3/2025,COL-601-117-20250316-5080,3,Coles,40.65,Milk,4.43,ITEM3901,Bakery,Wonder White,CUST7149,Credit Card,Perth,Female
4.23,3.47,12/3/2025,COL-601-117-20250312-5056,5,Coles,17.35,Sauces,0.76,ITEM5613,Snacks,Smith's,CUST8376,Credit Card,Sydney,Female
19.39,19.1,5/3/2025,COL-601-117-20250305-5077,4,Coles,76.4,Chips,0.29,ITEM9385,Bakery,Tip Top,CUST1568,Cash,Melbourne,Female
9.73,9.11,28/3/2025,COL-601-117-20250328-5008,3,Coles,27.33,Sauces,0.62,ITEM7182,Meat,Coles Brand,CUST9399,Credit Card,Hobart,Female
8.32,6.74,29/3/2025,COL-601-117-20250329-5099,1,Coles,6.74,Milk,1.58,ITEM5999,Dairy,Paul's,CUST5524,Credit Card,Sydney,Female
4.77,3.52,31/3/2025,COL-601-117-20250331-5028,3,Coles,10.56,Chips,1.25,ITEM7391,Produce,Fresh Farms,CUST3700,Cash,Hobart,Female
10.93,8.15,2/3/2025,COL-601-117-20250302-5062,1,Coles,8.15,Veggies,2.78,ITEM1719,Frozen,Birds Eye,CUST5367,Cash,Canberra,Male
18.95,15.26,19/3/2025,COL-601-117-20250319-5011,2,Coles,30.52,Ice Cream,3.69,ITEM3535,Meat,Woolworths Brand,CUST9321,Cash,Hobart,Male
3.97,3.24,23/3/2025,COL-601-117-20250323-5037,1,Coles,3.24,Milk,0.73,ITEM4474,Frozen,Ingham,CUST4668,Gift Card,Hobart,Male
10.56,10.12,24/3/2025,COL-601-117-20250324-5018,5,Coles,50.6,Bread,0.44,ITEM7035,Beverages,Schweppes,CUST5843,Credit Card,Brisbane,Female
8.82,6.88,14/3/2025,COL-601-117-20250314-5002,1,Coles,6.88,Sauces,1.94,ITEM5175,Produce,Aussie Greens,CUST9243,Credit Card,Perth,Female
10.67,10.47,26/3/2025,COL-601-117-20250326-5076,4,Coles,41.88,Ice Cream,0.2,ITEM8417,Frozen,Birds Eye,CUST2457,Credit Card,Adelaide,Male
9.76,8.64,26/3/2025,COL-601-117-20250326-5096,5,Coles,43.2,Chips,1.12,ITEM6505,Meat,MeatMaster,CUST2298,Cash,Hobart,Male
15.51,14.11,22/3/2025,COL-601-117-20250322-5019,3,Coles,42.33,Soft Drinks,1.4,ITEM7186,Snacks,Pringles,CUST8982,EFTPOS,Melbourne,Female
16.39,12.74,15/3/2025,COL-601-117-20250315-5003,4,Coles,50.96,Chicken,3.65,ITEM9409,Bakery,Tip Top,CUST3378,EFTPOS,Darwin,Male
6.39,6.27,6/3/2025,COL-601-117-20250306-5066,3,Coles,18.81,Chips,0.12,ITEM2719,Frozen,Ingham,CUST1980,Credit Card,Adelaide,Female
7.44,5.89,11/3/2025,COL-601-117-20250311-5093,2,Coles,11.78,Sauces,1.55,ITEM5749,Beverages,Schweppes,CUST1142,Credit Card,Hobart,Male
11.33,10.15,15/3/2025,COL-601-117-20250315-5051,5,Coles,50.75,Milk,1.18,ITEM2281,Beverages,Schweppes,CUST3952,EFTPOS,Brisbane,Female
8.42,6.25,30/3/2025,COL-601-117-20250330-5049,4,Coles,25.0,Soft Drinks,2.17,ITEM1044,Meat,Woolworths Brand,CUST4976,EFTPOS,Perth,Female
10.66,8.09,31/3/2025,COL-601-117-20250331-5086,2,Coles,16.18,Ice Cream,2.57,ITEM4708,Bakery,Helga's,CUST1067,Cash,Sydney,Female
3.08,2.83,8/3/2025,COL-601-117-20250308-5020,1,Coles,2.83,Soft Drinks,0.25,ITEM5446,Beverages,Pepsi,CUST7614,Credit Card,Hobart,Female
18.29,14.09,27/3/2025,COL-601-117-20250327-5083,2,Coles,28.18,Bread,4.2,ITEM1627,Dairy,Paul's,CUST4723,EFTPOS,Sydney,Female
7.06,5.41,21/3/2025,COL-601-117-20250321-5029,4,Coles,21.64,Bread,1.65,ITEM7658,Snacks,Doritos,CUST1375,Credit Card,Hobart,Female
3.68,3.67,15/3/2025,COL-601-117-20250315-5057,5,Coles,18.25,Ice Cream,0.01,ITEM3958,Beverages,Pepsi,CUST6560,Credit Card,Perth,Male
9.76,8.64,26/3/2025,COL-601-117-20250326-5096,5,Coles,43.2,Chips,1.12,ITEM6505,Meat,MeatMaster,CUST2298,Cash,Hobart,Male
10.93,8.15,2/3/2025,COL-601-117-20250302-5062,1,Coles,8.15,Veggies,2.78,ITEM1719,Frozen,Birds Eye,CUST5367,Cash,Canberra,Male
19.56,18.39,2/3/2025,COL-601-117-20250302-5082,5,Coles,91.95,Chicken,1.17,ITEM8684,Bakery,Helga's,CUST7320,EFTPOS,Sydney,Male
2.13,1.96,18/3/2025,COL-601-117-20250318-5017,5,Coles,9.8,Chicken,0.17,ITEM4343,Produce,Aussie Greens,CUST2683,EFTPOS,Sydney,Male
19.56,18.39,2/3/2025,COL-601-117-20250302-5082,5,Coles,91.95,Chicken,1.17,ITEM8684,Bakery,Helga's,CUST7320,EFTPOS,Sydney,Male
2.09,1.91,10/3/2025,COL-601-117-20250310-5081,3,Coles,5.73,Veggies,0.18,ITEM7271,Meat,MeatMaster,CUST4423,Credit Card,Melbourne,Male
6.92,6.27,22/3/2025,COL-601-117-20250322-5050,2,Coles,12.54,Chicken,0.65,ITEM5030,Dairy,Paul's,CUST8830,Credit Card,Brisbane,Male
16.74,13.46,31/3/2025,COL-601-117-20250331-5065,4,Coles,53.84,Sauces,3.28,ITEM4756,Frozen,Ingham,CUST1337,Credit Card,Brisbane,Male
8.32,6.74,29/3/2025,COL-601-117-20250329-5099,1,Coles,6.74,Milk,1.58,ITEM5999,Dairy,Paul's,CUST5524,Credit Card,Sydney,Female
3.97,3.24,23/3/2025,COL-601-117-20250323-5037,1,Coles,3.24,Milk,0.73,ITEM4474,Frozen,Ingham,CUST4668,Gift Card,Hobart,Male
13.53,13.48,17/3/2025,COL-601-117-20250317-5005,3,Coles,40.44,Ice Cream,0.05,ITEM2421,Produce,Aussie Greens,CUST9570,EFTPOS,Darwin,Female
11.43,10.99,6/3/2025,COL-601-117-20250306-5055,5,Coles,54.95,Chicken,0.44,ITEM4690,Frozen,McCain,CUST7231,Credit Card,Perth,Female
4.3,3.03,7/3/2025,COL-601-117-20250307-5044,4,Coles,12.12,Bread,1.27,ITEM9625,Pantry,Uncle Tobys,CUST9252,EFTPOS,Melbourne,Male
17.57,14.81,30/3/2025,COL-601-117-20250330-5098,5,Coles,74.05,Chips,2.76,ITEM3460,Produce,Fresh Farms,CUST5308,EFTPOS,Hobart,Female
18.29,14.09,27/3/2025,COL-601-117-20250327-5083,2,Coles,28.18,Bread,4.2,ITEM1627,Dairy,Paul's,CUST4723,EFTPOS,Sydney,Female
18.21,15.68,30/3/2025,COL-601-117-20250330-5007,4,Coles,62.72,Chips,2.53,ITEM2857,Produce,Aussie Greens,CUST1033,EFTPOS,Sydney,Female
19.86,16.86,29/3/2025,COL-601-117-20250329-5095,1,Coles,16.86,Milk,3.0,ITEM9276,Dairy,Bulla,CUST7840,EFTPOS,Brisbane,Male
6.39,6.27,6/3/2025,COL-601-117-20250306-5066,3,Coles,18.81,Chips,0.12,ITEM2719,Frozen,Ingham,CUST1980,Credit Card,Adelaide,Female
11.33,10.15,15/3/2025,COL-601-117-20250315-5051,5,Coles,50.75,Milk,1.18,ITEM2281,Beverages,Schweppes,CUST3952,EFTPOS,Brisbane,Female
6.48,5.81,9/3/2025,COL-601-117-20250309-5021,1,Coles,5.81,Veggies,0.67,ITEM8709,Produce,Fresh Farms,CUST6627,Credit Card,Melbourne,Female
4.23,3.47,12/3/2025, COL-601-117-20250312-5056,5,Coles,17.35,Sauces,0.76,ITEM5613,Snacks,Smith's,CUST8376,Credit Card,Sydney,Female
19.56,18.39,2/3/2025,COL-601-117-20250302-5082,5,Coles,91.95,Chicken,1.17,ITEM8684,Bakery,Helga's,CUST7320,EFTPOS,Sydney,Male
15.39,14.4,10/3/2025,COL-601-117-20250310-5000,4,Coles,57.6,Sauces,0.99,ITEM2401,Snacks,Smith's,CUST4909,Credit Card,Brisbane,Female
18.23,17.43,11/3/2025,COL-601-117-20250311-5033,4,Coles,69.72,Soft Drinks,0.8,ITEM3231,Bakery,Helga's,CUST4174,Credit Card,Brisbane,Male
17.57,14.81,30/3/2025,COL-601-117-20250330-5098,5,Coles,74.05,Chips,2.76,ITEM3460,Produce,Fresh Farms,CUST5308,EFTPOS,Hobart,Female
2.82,2.35,21/3/2025,COL-601-117-20250321-5052,1,Coles,2.35,Sauces,0.47,ITEM5833,Frozen,McCain,CUST7267,Credit Card,Adelaide,Female
6.18,5.94,21/3/2025,COL-601-117-20250321-5064,3,Coles,17.82,Ice Cream,0.24,ITEM5118,Produce,Fresh Farms,CUST1496,Cash,Canberra,Female
4.73,3.84,21/3/2025,COL-601-117-20250321-5043,5,Coles,19.2,Chips,0.89,ITEM8843,Beverages,Coca-Cola,CUST6797,Credit Card,Adelaide,Male
4.93,3.62,3/3/2025,COL-601-117-20250303-5023,5,Coles,18.1,Soft Drinks,1.31,ITEM3455,Beverages,Schweppes,CUST2898,Credit Card,Brisbane,Female
5.44,4.72,4/3/2025,COL-601-117-20250304-5072,3,Coles,14.16,Chips,0.72,ITEM3462,Beverages,Schweppes,CUST7549,EFTPOS,Melbourne,Female
3.97,3.24,23/3/2025,COL-601-117-20250323-5037,1,Coles,3.24,Milk,0.73,ITEM4474,Frozen,Ingham,CUST4668,Gift Card,Hobart,Male
16.89,12.43,19/3/2025,COL-601-117-20250319-5069,1,Coles,12.43,Veggies,4.46,ITEM8424,Pantry,Heinz,CUST7731,Credit Card,Brisbane,Female
18.29,14.09,27/3/2025,COL-601-117-20250327-5083,2,Coles,28.18,Bread,4.2,ITEM1627,Dairy,Paul's,CUST4723,EFTPOS,Sydney,Female
7.05,5.99,3/3/2025,COL-601-117-20250303-5041,3,Coles,17.97,Sauces,1.06,ITEM4685,Pantry,Heinz,CUST5587,Credit Card,Brisbane,Male
18.46,17.45,1/3/2025,COL-601-117-20250301-5016,2,Coles,34.9,Chicken,1.01,ITEM9076,Frozen,McCain,CUST7648,Credit Card,Brisbane,Male
6.36,4.53,13/3/2025,COL-601-117-20250313-5073,4,Coles,18.12,Ice Cream,1.83,ITEM4702,Bakery,Tip Top,CUST2049,Credit Card,Darwin,Female
10.93,8.15,2/3/2025,COL-601-117-20250302-5062,1,Coles,8.15,Veggies,2.78,ITEM1719,Frozen,Birds Eye,CUST5367,Cash,Canberra,Male
7.06,5.41,21/3/2025,COL-601-117-20250321-5029,4,Coles,21.64,Bread,1.65,ITEM7658,Snacks,Doritos,CUST1375,Credit Card,Hobart,Female
9.73,9.11,28/3/2025,COL-601-117-20250328-5008,3,Coles,27.33,Sauces,0.62,ITEM7182,Meat,Coles Brand,CUST9399,Credit Card,Hobart,Female
19.39,19.1,5/3/2025,COL-601-117-20250305-5077,4,Coles,76.4,Chips,0.29,ITEM9385,Bakery,Tip Top,CUST1568,Cash,Melbourne,Female
3.18,2.31,19/3/2025,COL-601-117-20250319-5004,2,Coles,4.62,Chips,0.87,ITEM6069,Produce,Fresh Farms,CUST3662,Credit Card,Hobart,Female
3.74,3.53,12/3/2025,COL-601-117-20250312-5059,3,Coles,10.59,Sauces,0.21,ITEM3097,Beverages,Pepsi,CUST7974,Cash,Perth,Female
16.42,14.48,30/3/2025,COL-601-117-20250330-5013,2,Coles,28.96,Sauces,1.94,ITEM7855,Produce,Aussie Greens,CUST7337,Credit Card,Adelaide,Female
10.67,10.47,26/3/2025,COL-601-117-20250326-5076,4,Coles,41.88,Ice Cream,0.2,ITEM8417,Frozen,Birds Eye,CUST2457,Credit Card,Adelaide,Male
2.76,2.72,17/3/2025,COL-601-117-20250317-5036,1,Coles,2.72,Bread,0.04,ITEM3176,Snacks,Pringles,CUST4805,EFTPOS,Sydney,Female
18.56,14.01,11/3/2025,COL-601-117-20250311-5067,3,Coles,42.03,Soft Drinks,4.55,ITEM3263,Produce,Fresh Farms,CUST3087,Credit Card,Sydney,Female
18.84,18.57,16/3/2025,COL-601-117-20250316-5085,5,Coles,92.85,Milk,0.27,ITEM4073,Beverages,Schweppes,CUST6621,Credit Card,Brisbane,Female
6.98,6.73,16/3/2025,COL-601-117-20250316-5010,4,Coles,26.92,Chips,0.25,ITEM6058,Bakery,Tip Top,CUST9815,Credit Card,Hobart,Male
16.89,12.43,19/3/2025,COL-601-117-20250319-5069,1,Coles,12.43,Veggies,4.46,ITEM8424,Pantry,Heinz,CUST7731,Credit Card,Brisbane,Female
3.18,2.31,19/3/2025,COL-601-117-20250319-5004,2,Coles,4.62,Chips,0.87,ITEM6069,Produce,Fresh Farms,CUST3662,Credit Card,Hobart,Female
17.82,13.94,23/3/2025,COL-601-117-20250323-5024,3,Coles,41.82,Soft Drinks,3.88,ITEM4666,Pantry,Heinz,CUST9967,EFTPOS,Adelaide,Female
13.64,12.97,11/3/2025,COL-601-117-20250311-5071,5,Coles,64.85,Sauces,0.67,ITEM7616,Pantry,Leggo's,CUST7116,Cash,Hobart,Male
6.92,6.27,22/3/2025,COL-601-117-20250322-5050,2,Coles,12.54,Chicken,0.65,ITEM5030,Dairy,Paul's,CUST8830,Credit Card,Brisbane,Male
11.43,10.99,6/3/2025,COL-601-117-20250306-5055,5,Coles,54.95,Chicken,0.44,ITEM4690,Frozen,McCain,CUST7231,Credit Card,Perth,Female
9.76,8.64,26/3/2025,COL-601-117-20250326-5096,5,Coles,43.2,Chips,1.12,ITEM6505,Meat,MeatMaster,CUST2298,Cash,Hobart,Male
5.71,5.03,16/3/2025,COL-601-117-20250316-5022,2,Coles,10.06,Sauces,0.68,ITEM3520,Produce,Aussie Greens,CUST3663,Credit Card,Perth,Female
16.89,12.43,19/3/2025,COL-601-117-20250319-5069,1,Coles,12.43,Veggies,4.46,ITEM8424,Pantry,Heinz,CUST7731,Credit Card,Brisbane,Female
13.18,12.47,25/3/2025,COL-601-117-20250325-5090,4,Coles,49.88,Chips,0.71,ITEM5646,Bakery,Tip Top,CUST5391,Credit Card,Brisbane,Female
18.95,15.26,19/3/2025,COL-601-117-20250319-5011,2,Coles,30.52,Ice Cream,3.69,ITEM3535,Meat,Woolworths Brand,CUST9321,Cash,Hobart,Male
16.42,14.48,30/3/2025,COL-601-117-20250330-5013,2,Coles,28.96,Sauces,1.94,ITEM7855,Produce,Aussie Greens,CUST7337,Credit Card,Adelaide,Female
6.92,6.27,22/3/2025,COL-601-117-20250322-5050,2,Coles,12.54,Chicken,0.65,ITEM5030,Dairy,Paul's,CUST8830,Credit Card,Brisbane,Male
18.21,15.68,30/3/2025,COL-601-117-20250330-5007,4,Coles,62.72,Chips,2.53,ITEM2857,Produce,Aussie Greens,CUST1033,EFTPOS,Sydney,Female
18.21,15.68,30/3/2025,COL-601-117-20250330-5007,4,Coles,62.72,Chips,2.53,ITEM2857,Produce,Aussie Greens,CUST1033,EFTPOS,Sydney,Female
6.36,4.53,13/3/2025,COL-601-117-20250313-5073,4,Coles,18.12,Ice Cream,1.83,ITEM4702,Bakery,Tip Top,CUST2049,Credit Card,Darwin,Female
8.17,6.8,10/3/2025,COL-601-117-20250310-5094,2,Coles,13.6,Chips,1.37,ITEM8688,Produce,Aussie Greens,CUST9995,Credit Card,Hobart,Female
16.42,14.48,30/3/2025,COL-601-117-20250330-5013,2,Coles,28.96,Sauces,1.94,ITEM7855,Produce,Aussie Greens,CUST7337,Credit Card,Adelaide,Female
13.68,10.09,27/3/2025,COL-601-117-20250327-5078,3,Coles,30.27,Ice Cream,3.59,ITEM7000,Dairy,Paul's,CUST5918,EFTPOS,Canberra,Female
8.17,6.8,10/3/2025,COL-601-117-20250310-5094,2,Coles,13.6,Chips,1.37,ITEM8688,Produce,Aussie Greens,CUST9995,Credit Card,Hobart,Female
18.43,15.57,12/3/2025,COL-601-117-20250312-5038,5,Coles,77.85,Ice Cream,2.86,ITEM9306,Bakery,Tip Top,CUST2126,Credit Card,Hobart,Male
17.82,13.94,23/3/2025,COL-601-117-20250323-5024,3,Coles,41.82,Soft Drinks,3.88,ITEM4666,Pantry,Heinz,CUST9967,EFTPOS,Adelaide,Female
8.96,7.25,14/3/2025,COL-601-117-20250314-5006,4,Coles,29.0,Sauces,1.71,ITEM1246,Frozen,Ingham,CUST8714,Cash,Hobart,Female
10.66,8.09,31/3/2025,COL-601-117-20250331-5086,2,Coles,16.18,Ice Cream,2.57,ITEM4708,Bakery,Helga's,CUST1067,Cash,Sydney,Female
4.73,3.84,21/3/2025,COL-601-117-20250321-5043,5,Coles,19.2,Chips,0.89,ITEM8843,Beverages,Coca-Cola,CUST6797,Credit Card,Adelaide,Male
6.37,5.34,4/3/2025,COL-601-117-20250304-5097,3,Coles,16.02,Chicken,1.03,ITEM8610,Bakery,Wonder White,CUST7707,Cash,Canberra,Male
13.18,12.47,25/3/2025,COL-601-117-20250325-5090,4,Coles,49.88,Chips,0.71,ITEM5646,Bakery,Tip Top,CUST5391,Credit Card,Brisbane,Female
8.52,8.16,13/3/2025,COL-601-117-20250313-5047,4,Coles,32.64,Veggies,0.36,ITEM5711,Dairy,Devondale,CUST4569,Credit Card,Hobart,Female
7.44,5.89,11/3/2025,COL-601-117-20250311-5093,2,Coles,11.78,Sauces,1.55,ITEM5749,Beverages,Schweppes,CUST1142,Credit Card,Hobart,Male
14.43,10.38,21/3/2025,COL-601-117-20250321-5012,1,Coles,10.38,Milk,4.05,ITEM4386,Pantry,Heinz,CUST4364,Cash,Adelaide,Male
9.23,7.61,7/3/2025, COL-601-117-20250307-5061,4,Coles,30.44,Ice Cream,1.62,ITEM4251,Beverages,Schweppes,CUST1992,Credit Card,Brisbane,Male
7.44,5.89,11/3/2025,COL-601-117-20250311-5093,2,Coles,11.78,Sauces,1.55,ITEM5749,Beverages,Schweppes,CUST1142,Credit Card,Hobart,Male
5.71,5.03,16/3/2025,COL-601-117-20250316-5022,2,Coles,10.06,Sauces,0.68,ITEM3520,Produce,Aussie Greens,CUST3663,Credit Card,Perth,Male
17.82,13.94,23/3/2025,COL-601-117-20250323-5024,3,Coles,41.82,Soft Drinks,3.88,ITEM4666,Pantry,Heinz,CUST9967,EFTPOS,Adelaide,Female
3.08,2.83,8/3/2025,COL-601-117-20250308-5020,1,Coles,2.83,Soft Drinks,0.25,ITEM5446,Beverages,Pepsi,CUST7614,Credit Card,Hobart,Female
15.51,14.11,22/3/2025,COL-601-117-20250322-5019,3,Coles,42.33,Soft Drinks,1.4,ITEM7186,Snacks,Pringles,CUST8982,EFTPOS,Melbourne,Female
6.18,5.94,21/3/2025,COL-601-117-20250321-5064,3,Coles,17.82,Ice Cream,0.24,ITEM5118,Produce,Fresh Farms,CUST1496,Cash,Canberra,Female
7.05,5.99,3/3/2025,COL-601-117-20250303-5041,3,Coles,17.97,Sauces,1.06,ITEM4685,Pantry,Heinz,CUST5587,Credit Card,Brisbane,Male
11.33,10.15,15/3/2025,COL-601-117-20250315-5051,5,Coles,50.75,Milk,1.18,ITEM2281,Beverages,Schweppes,CUST3952,EFTPOS,Brisbane,Female
18.43,15.57,12/3/2025,COL-601-117-20250312-5038,5,Coles,77.85,Ice Cream,2.86,ITEM9306,Bakery,Tip Top,CUST2126,Credit Card,Hobart,Male
6.98,6.73,16/3/2025,COL-601-117-20250316-5010,4,Coles,26.92,Chips,0.25,ITEM6058,Bakery,Tip Top,CUST9815,Credit Card,Hobart,Male
8.42,6.25,30/3/2025,COL-601-117-20250330-5049,4,Coles,25.0,Soft Drinks,2.17,ITEM1044,Meat,Woolworths Brand,CUST4976,EFTPOS,Perth,Female
4.62,3.88,17/3/2025,COL-601-117-20250317-5039,4,Coles,15.52,Milk,0.74,ITEM4693,Bakery,Tip Top,CUST7992,Cash,Hobart,Female
16.89,12.43,19/3/2025,COL-601-117-20250319-5069,1,Coles,12.43,Veggies,4.46,ITEM8424,Pantry,Heinz,CUST7731,Credit Card,Brisbane,Female
10.66,8.09,31/3/2025,COL-601-117-20250331-5086,2,Coles,16.18,Ice Cream,2.57,ITEM4708,Bakery,Helga's,CUST1067,Cash,Sydney,Female
18.21,15.68,30/3/2025,COL-601-117-20250330-5007,4,Coles,62.72,Chips,2.53,ITEM2857,Produce,Aussie Greens,CUST1033,EFTPOS,Sydney,Female
18.88,18.15,19/3/2025,COL-601-117-20250319-5087,4,Coles,72.6,Bread,0.73,ITEM7899,Pantry,Uncle Tobys,CUST9799,Gift Card,Canberra,Female
8.88,6.29,10/3/2025,COL-601-117-20250310-5014,4,Coles,25.16,Ice Cream,2.59,ITEM9663,Beverages,Pepsi,CUST9046,Credit Card,Canberra,Male
8.96,7.25,14/3/2025,COL-601-117-20250314-5006,4,Coles,29.0,Sauces,1.71,ITEM1246,Frozen,Ingham,CUST8714,Cash,Hobart,Female
13.18,12.47,25/3/2025,COL-601-117-20250325-5090,4,Coles,49.88,Chips,0.71,ITEM5646,Bakery,Tip Top,CUST5391,Credit Card,Brisbane,Female
17.82,13.94,23/3/2025,COL-601-117-20250323-5024,3,Coles,41.82,Soft Drinks,3.88,ITEM4666,Pantry,Heinz,CUST9967,EFTPOS,Adelaide,Female
3.48,3.47,15/3/2025,COL-601-117-20250315-5057,5,Coles,17.35,Ice Cream,0.01,ITEM3958,Beverages,Pepsi,CUST6560,Credit Card,Perth,Male
6.98,6.73,16/3/2025,COL-601-117-20250316-5010,4,Coles,26.92,Chips,0.25,ITEM6058,Bakery,Tip Top,CUST9815,Credit Card,Hobart,Male
10.46,9.79,26/3/2025,COL-601-117-20250326-5035,4,Coles,39.16,Veggies,0.67,ITEM1660,Snacks,Doritos,CUST2172,Cash,Perth,Male
16.88,14.83,6/3/2025,COL-601-117-20250306-5025,1,Coles,14.83,Milk,2.05,ITEM9194,Meat,Coles Brand,CUST9184,EFTPOS,Brisbane,Female
3.74,3.53,12/3/2025,COL-601-117-20250312-5059,3,Coles,10.59,Sauces,0.21,ITEM3097,Beverages,Pepsi,CUST7974,Cash,Perth,Female
10.46,9.79,26/3/2025,COL-601-117-20250326-5035,4,Coles,39.16,Veggies,0.67,ITEM1660,Snacks,Doritos,CUST2172,Cash,Perth,Male
15.51,14.11,22/3/2025,COL-601-117-20250322-5019,3,Coles,42.33,Soft Drinks,1.4,ITEM7186,Snacks,Pringles,CUST8982,EFTPOS,Melbourne,Female
6.37,5.34,4/3/2025,COL-601-117-20250304-5097,3,Coles,16.02,Chicken,1.03,ITEM8610,Bakery,Wonder White,CUST7707,Cash,Canberra,Male
5.44,4.72,4/3/2025,COL-601-117-20250304-5072,3,Coles,14.16,Chips,0.72,ITEM3462,Beverages,Schweppes,CUST7549,EFTPOS,Melbourne,Female
4.3,3.03,7/3/2025,COL-601-117-20250307-5044,4,Coles,12.12,Bread,1.27,ITEM9625,Pantry,Uncle Tobys,CUST9252,EFTPOS,Melbourne,Male
4.77,3.52,31/3/2025,COL-601-117-20250331-5028,3,Coles,10.56,Chips,1.25,ITEM7391,Produce,Fresh Farms,CUST3700,Cash,Hobart,Female
16.89,12.43,19/3/2025,COL-601-117-20250319-5069,1,Coles,12.43,Veggies,4.46,ITEM8424,Pantry,Heinz,CUST7731,Credit Card,Brisbane,Female
10.67,10.47,26/3/2025,COL-601-117-20250326-5076,4,Coles,41.88,Ice Cream,0.2,ITEM8417,Frozen,Birds Eye,CUST2457,Credit Card,Adelaide,Male
5.38,4.18,24/3/2025,COL-601-117-20250324-5001,2,Coles,8.36,Soft Drinks,1.2,ITEM9938,Bakery,Wonder White,CUST1893,EFTPOS,Hobart,Female
16.89,12.43,19/3/2025,COL-601-117-20250319-5069,1,Coles,12.43,Veggies,4.46,ITEM8424,Pantry,Heinz,CUST7731,Credit Card,Brisbane,Female
14.43,10.38,21/3/2025,COL-601-117-20250321-5012,1,Coles,10.38,Milk,4.05,ITEM4386,Pantry,Heinz,CUST4364,Cash,Adelaide,Male
12.31,11.88,29/3/2025,COL-601-117-20250329-5074,4,Coles,47.52,Sauces,0.43,ITEM1751,Pantry,Uncle Tobys,CUST4492,EFTPOS,Brisbane,Male
7.06,5.41,21/3/2025,COL-601-117-20250321-5029,4,Coles,21.64,Bread,1.65,ITEM7658,Snacks,Doritos,CUST1375,Credit Card,Hobart,Female
19.86,16.86,29/3/2025,COL-601-117-20250329-5095,1,Coles,16.86,Milk,3.0,ITEM9276,Dairy,Bulla,CUST7840,EFTPOS,Brisbane,Male
9.76,8.64,26/3/2025, COL-601-117-20250326-5096,5,Coles,43.2,Chips,1.12,ITEM6505,Meat,MeatMaster,CUST2298,Cash,Hobart,Male
13.64,12.97,11/3/2025,COL-601-117-20250311-5071,5,Coles,64.85,Sauces,0.67,ITEM7616,Pantry,Leggo's,CUST7116,Cash,Hobart,Male
19.09,14.68,27/3/2025,COL-601-117-20250327-5015,1,Coles,14.68,Milk,4.41,ITEM3900,Meat,MeatMaster,CUST7179,EFTPOS,Darwin,Male
12.86,11.24,21/3/2025,COL-601-117-20250321-5042,5,Coles,56.2,Veggies,1.62,ITEM2385,Meat,Woolworths Brand,CUST9019,Cash,Hobart,Male
16.26,12.53,21/3/2025,COL-601-117-20250321-5040,2,Coles,25.06,Veggies,3.73,ITEM4154,Dairy,Bulla,CUST2288,EFTPOS,Sydney,Female
16.88,14.83,6/3/2025,COL-601-117-20250306-5025,1,Coles,14.83,Milk,2.05,ITEM9194,Meat,Coles Brand,CUST9184,EFTPOS,Brisbane,Female
4.62,3.88,17/3/2025,COL-601-117-20250317-5039,4,Coles,15.52,Milk,0.74,ITEM4693,Bakery,Tip Top,CUST7992,Cash,Hobart,Female
12.86,11.24,21/3/2025,COL-601-117-20250321-5042,5,Coles,56.2,Veggies,1.62,ITEM2385,Meat,Woolworths Brand,CUST9019,Cash,Hobart,Male
16.42,14.48,30/3/2025,COL-601-117-20250330-5013,2,Coles,28.96,Sauces,1.94,ITEM7855,Produce,Aussie Greens,CUST7337,Credit Card,Adelaide,Female
10.56,10.12,24/3/2025,COL-601-117-20250324-5018,5,Coles,50.6,Bread,0.44,ITEM7035,Beverages,Schweppes,CUST5843,Credit Card,Brisbane,Female
10.46,9.79,26/3/2025,COL-601-117-20250326-5035,4,Coles,39.16,Veggies,0.67,ITEM1660,Snacks,Doritos,CUST2172,Cash,Perth,Male
18.23,17.43,11/3/2025,COL-601-117-20250311-5033,4,Coles,69.72,Soft Drinks,0.8,ITEM3231,Bakery,Helga's,CUST4174,Credit Card,Brisbane,Male
4.93,3.62,3/3/2025, COL-601-117-20250303-5023,5,Coles,18.1,Soft Drinks,1.31,ITEM3455,Beverages,Schweppes,CUST2898,Credit Card,Brisbane,Female
4.23,3.47,12/3/2025,COL-601-117-20250312-5056,5,Coles,17.35,Sauces,0.76,ITEM5613,Snacks,Smith's,CUST8376,Credit Card,Sydney,Female
9.23,7.61,7/3/2025, COL-601-117-20250307-5061,4,Coles,30.44,Ice Cream,1.62,ITEM4251,Beverages,Schweppes,CUST1992,Credit Card,Brisbane,Male
10.63,10.4,26/3/2025,COL-601-117-20250326-5070,4,Coles,41.6,Soft Drinks,0.23,ITEM2713,Bakery,Tip Top,CUST2112,Credit Card,Sydney,Female
18.99,14.45,7/3/2025,COL-601-117-20250307-5053,4,Coles,57.8,Veggies,4.54,ITEM5469,Pantry,Leggo's,CUST8568,EFTPOS,Brisbane,Female
6.48,5.81,9/3/2025,COL-601-117-20250309-5021,1,Coles,5.81,Veggies,0.67,ITEM8709,Produce,Fresh Farms,CUST6627,Credit Card,Melbourne,Female
4.62,3.88,17/3/2025,COL-601-117-20250317-5039,4,Coles,15.52,Milk,0.74,ITEM4693,Bakery,Tip Top,CUST7992,Cash,Hobart,Female
